departement,annee,population
60,2010,1607212
60,2011,1611306
60,2012,1620623
60,2013,1630824
60,2014,1637385
60,2015,1643130
60,2016,1647111
60,2017,1649035
60,2018,1654335
60,2019,1658868
60,2020,1659429
60,2021,1657708
60,2022,1661482
60,2023,1659831
60,2024,1657835
60,2025,1655890
60,2026,1653604
61,1975,587672
61,1976,588124
61,1977,588134
61,1978,588867
61,1979,588995
61,1980,589371
61,1981,590323
61,1982,591154
61,1983,594055
61,1984,594338
61,1985,594964
61,1986,593163
61,1987,590391
61,1988,588610
61,1989,587911
61,1990,586416
61,1991,586350
61,1992,586657
61,1993,588202
61,1994,588782
61,1995,588567
61,1996,587064
61,1997,586860
61,1998,585857
61,1999,585094
61,2000,585149
61,2001,585771
61,2002,586172
61,2003,586352
61,2004,586140
61,2005,586247
61,2006,585795
61,2007,585255
61,2008,584601
61,2009,584457
61,2010,583321
61,2011,581820
61,2012,580069
61,2013,577736
61,2014,575542
61,2015,573280
61,2016,570662
61,2017,566790
61,2018,563235
61,2019,559934
61,2020,557001
61,2021,553998
61,2022,552341
61,2023,550455
61,2024,547971
61,2025,545310
61,2026,543154
62,1975,2809760
62,1976,2810904
62,1977,2810387
62,1978,2812773
62,1979,2812569
62,1980,2814603
62,1981,2818792
62,1982,2824930
62,1983,2840345
62,1984,2843136
62,1985,2846282
62,1986,2850642
62,1987,2856861
62,1988,2856293
62,1989,2852682
62,1990,2864438
62,1991,2867561
62,1992,2868729
62,1993,2872730
62,1994,2873634
62,1995,2874821
62,1996,2877625
62,1997,2882080
62,1998,2881016
62,1999,2884018
62,2000,2886479
62,2001,2890393
62,2002,2894755
62,2003,2897541
62,2004,2899047
62,2005,2903481
62,2006,2906801
62,2007,2913478
62,2008,2919088
62,2009,2922540
62,2010,2922800
62,2011,2925640
62,2012,2927283
62,2013,2930438
62,2014,2945207
62,2015,2945326
62,2016,2941481
62,2017,2936068
62,2018,2933519
62,2019,2930590
62,2020,2924369
62,2021,2922918
62,2022,2920404
62,2023,2915847
62,2024,2909936
62,2025,2903991
62,2026,2897900
63,1975,1160261
63,1976,1164211
63,1977,1167475
63,1978,1171423
63,1979,1175523
63,1980,1180067
63,1981,1185071
63,1982,1189750
63,1983,1191795
63,1984,1193740
63,1985,1194040
63,1986,1193436
63,1987,1191935
63,1988,1195975
63,1989,1196684
63,1990,1196646
63,1991,1196761
63,1992,1196721
63,1993,1198676
63,1994,1199010
63,1995,1200092
63,1996,1201707
63,1997,1203499
63,1998,1205734
63,1999,1208506
63,2000,1212962
63,2001,1218353
63,2002,1224065
63,2003,1229405
63,2004,1234925
63,2005,1241172
63,2006,1246956
63,2007,1253308
63,2008,1256999
63,2009,1258862
63,2010,1264652
63,2011,1270969
63,2012,1276216
63,2013,1282030
63,2014,1288466
63,2015,1295037
63,2016,1301436
63,2017,1307522
63,2018,1318134
63,2019,1324343
63,2020,1323744
63,2021,1324610
63,2022,1328811
63,2023,1328948
63,2024,1328764
63,2025,1328679
63,2026,1328608
64,1975,1070152
64,1976,1075148
64,1977,1080795
64,1978,1086977
64,1979,1092111
64,1980,1097858
64,1981,1104223
64,1982,1110756
64,1983,1119049
64,1984,1120744
64,1985,1124894
64,1986,1131164
64,1987,1137347
64,1988,1144955
64,1989,1150808
64,1990,1156182
64,1991,1161340
64,1992,1166729
64,1993,1170963
64,1994,1173620
64,1995,1176484
64,1996,1178151
64,1997,1183091
64,1998,1188524
64,1999,1199128
64,2000,1208532
64,2001,1219245
64,2002,1229735
64,2003,1240451
64,2004,1251373
64,2005,1262706
64,2006,1273733
64,2007,1286215
64,2008,1294876
64,2009,1300748
64,2010,1307066
64,2011,1313252
64,2012,1321779
64,2013,1328152
64,2014,1334537
64,2015,1340104
64,2016,1348013
64,2017,1354661
64,2018,1359663
64,2019,1365286
64,2020,1374525
64,2021,1386100
64,2022,1398992
64,2023,1413176
64,2024,1424037
64,2025,1434970
64,2026,1446205
65,1975,455042
65,1976,454730
65,1977,454530
65,1978,454635
65,1979,454449
65,1980,454499
65,1981,455131
65,1982,455744
65,1983,456802
65,1984,457569
65,1985,456881
65,1986,457357
65,1987,454096
65,1988,451564
65,1989,450803
65,1990,449869
65,1991,450084
65,1992,449679
65,1993,449385
65,1994,447702
65,1995,447907
65,1996,447155
65,1997,446254
65,1998,445565
65,1999,445300
65,2000,446636
65,2001,447898
65,2002,449353
65,2003,450861
65,2004,452303
65,2005,454206
65,2006,455512
65,2007,457228
65,2008,458198
65,2009,459380
65,2010,458957
65,2011,458497
65,2012,457750
65,2013,457780
65,2014,457945
65,2015,457211
65,2016,455706
65,2017,457109
65,2018,458432
65,2019,459185
65,2020,459628
65,2021,461964
65,2022,462958
65,2023,462752
65,2024,463621
65,2025,464187
65,2026,464702
66,1975,599437
66,1976,607485
66,1977,617787
66,1978,627898
66,1979,636590
66,1980,646202
66,1981,657073
66,1982,668386
66,1983,675686
66,1984,682372
66,1985,689603
66,1986,692172
66,1987,700679
66,1988,711493
66,1989,718960
66,1990,727564
66,1991,735286
66,1992,739351
66,1993,745469
66,1994,749746
66,1995,754630
66,1996,762417
66,1997,770266
66,1998,778142
66,1999,784807
66,2000,794205
66,2001,804131
66,2002,815903
66,2003,827953
66,2004,839680
66,2005,852056
66,2006,864264
66,2007,874353
66,2008,882813
66,2009,891819
66,2010,897126
66,2011,905100
66,2012,915627
66,2013,925453
66,2014,932698
66,2015,942122
66,2016,948785
66,2017,948954
66,2018,952764
66,2019,960009
66,2020,965581
66,2021,974665
66,2022,985980
66,2023,993765
66,2024,1002232
66,2025,1010653
66,2026,1018722
67,1975,1764371
67,1976,1772453
67,1977,1780243
67,1978,1789497
67,1979,1797799
67,1980,1807663
67,1981,1819484
67,1982,1831139
67,1983,1840792
67,1984,1849155
67,1985,1857897
67,1986,1867631
67,1987,1877077
67,1988,1884250
67,1989,1894848
67,1990,1904336
67,1991,1920660
67,1992,1937778
67,1993,1957240
67,1994,1974761
67,1995,1989885
67,1996,2005131
67,1997,2019720
67,1998,2033204
67,1999,2050088
67,2000,2065018
67,2001,2081065
67,2002,2096633
67,2003,2111803
67,2004,2126571
67,2005,2142343
67,2006,2158056
67,2007,2169704
67,2008,2182055
67,2009,2188903
67,2010,2191835
67,2011,2198563
67,2012,2209360
67,2013,2218946
67,2014,2225657
67,2015,2233344
67,2016,2242843
67,2017,2251149
67,2018,2267135
67,2019,2280146
67,2020,2296178
67,2021,2305357
67,2022,2313960
67,2023,2327656
67,2024,2335109
67,2025,2341942
67,2026,2348771
68,1975,1269845
68,1976,1273667
68,1977,1276985
68,1978,1281205
68,1979,1284528
68,1980,1289690
68,1981,1295418
68,1982,1300973
68,1983,1305570
68,1984,1309361
68,1985,1313816
68,1986,1318251
68,1987,1323151
68,1988,1331001
68,1989,1336942
68,1990,1341324
68,1991,1350240
68,1992,1358190
68,1993,1368735
68,1994,1376747
68,1995,1385108
68,1996,1393590
68,1997,1401883
68,1998,1406811
68,1999,1415134
68,2000,1422938
68,2001,1431138
68,2002,1439523
68,2003,1447395
68,2004,1455767
68,2005,1464509
68,2006,1472980
68,2007,1484842
68,2008,1492171
68,2009,1497255
68,2010,1499591
68,2011,1506139
68,2012,1510432
68,2013,1517475
68,2014,1520298
68,2015,1525245
68,2016,1525518
68,2017,1528093
68,2018,1529996
68,2019,1534207
68,2020,1535720
68,2021,1534203
68,2022,1535637
68,2023,1541514
68,2024,1541717
68,2025,1541586
68,2026,1542297
69,1975,2858112
69,1976,2859808
69,1977,2863094
69,1978,2867829
69,1979,2871189
69,1980,2876313
69,1981,2884395
69,1982,2893146
69,1983,2901077
69,1984,2909067
69,1985,2916161
69,1986,2926089
69,1987,2941533
69,1988,2962596
69,1989,2986730
69,1990,3014246
69,1991,3034878
69,1992,3060401
69,1993,3081973
69,1994,3092309
69,1995,3102986
69,1996,3112896
69,1997,3122641
69,1998,3132453
69,1999,3154213
69,2000,3177844
69,2001,3203968
69,2002,3230256
69,2003,3256326
69,2004,3281776
69,2005,3310447
69,2006,3339335
69,2007,3354171
69,2008,3381021
69,2009,3417367
69,2010,3450379
69,2011,3488498
69,2012,3525758
69,2013,3559717
69,2014,3603797
69,2015,3644018
69,2016,3671835
69,2017,3686669
69,2018,3719077
69,2019,3751524
69,2020,3766904
69,2021,3787414
69,2022,3815994
69,2023,3829366
69,2024,3844569
69,2025,3859073
69,2026,3874067
70,1975,444936
70,1976,447310
70,1977,449644
70,1978,452256
70,1979,454734
70,1980,457676
70,1981,460999
70,1982,464161
70,1983,464219
70,1984,464212
70,1985,464356
70,1986,464308
70,1987,462802
70,1988,461199
70,1989,460443
70,1990,458983
70,1991,457884
70,1992,457342
70,1993,457182
70,1994,457124
70,1995,458780
70,1996,458237
70,1997,458401
70,1998,458330
70,1999,459486
70,2000,460790
70,2001,462856
70,2002,464640
70,2003,466449
70,2004,468013
70,2005,469899
70,2006,471765
70,2007,474425
70,2008,477127
70,2009,478419
70,2010,479127
70,2011,479422
70,2012,479533
70,2013,477946
70,2014,476729
70,2015,475449
70,2016,474523
70,2017,473358
70,2018,472078
70,2019,470669
70,2020,469245
70,2021,468637
70,2022,467886
70,2023,466416
70,2024,465015
70,2025,463685
70,2026,462309
71,1975,1140462
71,1976,1140840
71,1977,1140798
71,1978,1141592
71,1979,1141515
71,1980,1142331
71,1981,1143608
71,1982,1144879
71,1983,1140976
71,1984,1137416
71,1985,1134343
71,1986,1130254
71,1987,1127200
71,1988,1126339
71,1989,1123099
71,1990,1118750
71,1991,1116852
71,1992,1115489
71,1993,1113214
71,1994,1110374
71,1995,1106795
71,1996,1103143
71,1997,1098764
71,1998,1094979
71,1999,1090921
71,2000,1091482
71,2001,1092660
71,2002,1094312
71,2003,1095101
71,2004,1095357
71,2005,1097371
71,2006,1098759
71,2007,1103721
71,2008,1107973
71,2009,1109478
71,2010,1111364
71,2011,1112036
71,2012,1110117
71,2013,1112485
71,2014,1111618
71,2015,1110860
71,2016,1110091
71,2017,1107237
71,2018,1104418
71,2019,1103035
71,2020,1102177
71,2021,1098627
71,2022,1098324
71,2023,1100672
71,2024,1099499
71,2025,1097742
71,2026,1095985
72,1975,980992
72,1976,985626
72,1977,989367
72,1978,993403
72,1979,997237
72,1980,1001027
72,1981,1005355
72,1982,1010026
72,1983,1011465
72,1984,1016145
72,1985,1019552
72,1986,1021989
72,1987,1025749
72,1988,1023788
72,1989,1025886
72,1990,1026587
72,1991,1029247
72,1992,1033332
72,1993,1037362
72,1994,1040958
72,1995,1044953
72,1996,1047979
72,1997,1052932
72,1998,1055404
72,1999,1059595
72,2000,1065561
72,2001,1072343
72,2002,1079472
72,2003,1086106
72,2004,1092572
72,2005,1100166
72,2006,1107000
72,2007,1113924
72,2008,1119206
72,2009,1122132
72,2010,1127068
72,2011,1131468
72,2012,1134797
72,2013,1138104
72,2014,1137556
72,2015,1136927
72,2016,1135160
72,2017,1133051
72,2018,1131966
72,2019,1132865
72,2020,1134028
72,2021,1132158
72,2022,1132301
72,2023,1133510
72,2024,1132523
72,2025,1130852
72,2026,1130112
73,1975,610143
73,1976,614731
73,1977,619563
73,1978,624973
73,1979,629710
73,1980,635082
73,1981,641083
73,1982,646930
73,1983,654086
73,1984,655697
73,1985,657250
73,1986,661277
73,1987,666813
73,1988,677522
73,1989,696744
73,1990,696201
73,1991,703335
73,1992,710585
73,1993,716992
73,1994,720630
73,1995,724705
73,1996,727999
73,1997,733843
73,1998,739820
73,1999,745530
73,2000,753058
73,2001,761489
73,2002,770225
73,2003,779115
73,2004,787763
73,2005,797119
73,2006,806208
73,2007,811098
73,2008,817712
73,2009,822042
73,2010,829946
73,2011,837927
73,2012,842240
73,2013,847461
73,2014,853880
73,2015,856441
73,2016,859396
73,2017,862384
73,2018,867484
73,2019,872905
73,2020,879537
73,2021,884974
73,2022,890615
73,2023,896493
73,2024,900878
73,2025,905729
73,2026,910347
74,1975,893794
74,1976,905549
74,1977,918519
74,1978,931817
74,1979,944311
74,1980,957627
74,1981,972019
74,1982,986796
74,1983,1008225
74,1984,1029997
74,1985,1043359
74,1986,1054595
74,1987,1066635
74,1988,1083076
74,1989,1097668
74,1990,1135488
74,1991,1155686
74,1992,1173585
74,1993,1191277
74,1994,1201187
74,1995,1214394
74,1996,1226954
74,1997,1239946
74,1998,1251729
74,1999,1261329
74,2000,1278389
74,2001,1297007
74,2002,1315472
74,2003,1334342
74,2004,1353532
74,2005,1373266
74,2006,1392532
74,2007,1413438
74,2008,1432577
74,2009,1451611
74,2010,1476199
74,2011,1494012
74,2012,1513026
74,2013,1539379
74,2014,1566280
74,2015,1587902
74,2016,1602859
74,2017,1614751
74,2018,1633427
74,2019,1652217
74,2020,1670442
74,2021,1682994
74,2022,1699196
74,2023,1722349
74,2024,1737459
74,2025,1752479
74,2026,1768394
75,1975,4618175
75,1976,4573123
75,1977,4534253
75,1978,4499315
75,1979,4459085
75,1980,4422340
75,1981,4390683
75,1982,4360668
75,1983,4356580
75,1984,4338023
75,1985,4331980
75,1986,4330812
75,1987,4328342
75,1988,4317488
75,1989,4312934
75,1990,4300317
75,1991,4291847
75,1992,4279879
75,1993,4264973
75,1994,4259735
75,1995,4241113
75,1996,4233047
75,1997,4221761
75,1998,4222653
75,1999,4247394
75,2000,4259484
75,2001,4274906
75,2002,4290966
75,2003,4309064
75,2004,4323885
75,2005,4344393
75,2006,4362763
75,2007,4386081
75,2008,4422615
75,2009,4468232
75,2010,4487688
75,2011,4499972
75,2012,4481264
75,2013,4459265
75,2014,4440914
75,2015,4413001
75,2016,4380679
75,2017,4375077
75,2018,4351228
75,2019,4330873
75,2020,4291839
75,2021,4266250
75,2022,4227438
75,2023,4207583
75,2024,4169817
75,2025,4131149
75,2026,4095232
76,1975,2345879
76,1976,2351317
76,1977,2355440
76,1978,2361366
76,1979,2365162
76,1980,2371382
76,1981,2379592
76,1982,2388755
76,1983,2394772
76,1984,2404408
76,1985,2411178
76,1986,2419790
76,1987,2429285
76,1988,2435915
76,1989,2441309
76,1990,2445030
76,1991,2454060
76,1992,2461958
76,1993,2468665
76,1994,2473571
76,1995,2478737
76,1996,2479898
76,1997,2478316
76,1998,2479593
76,1999,2479193
76,2000,2479906
76,2001,2481834
76,2002,2483802
76,2003,2484230
76,2004,2484823
76,2005,2486749
76,2006,2487695
76,2007,2489249
76,2008,2497187
76,2009,2500267
76,2010,2500850
76,2011,2502592
76,2012,2507891
76,2013,2509248
76,2014,2515871
76,2015,2515430
76,2016,2511543
76,2017,2508790
76,2018,2511801
76,2019,2511302
76,2020,2509515
76,2021,2511874
76,2022,2520448
76,2023,2521967
76,2024,2522694
76,2025,2523099
76,2026,2523705
77,1975,1506399
77,1976,1539271
77,1977,1576223
77,1978,1614337
77,1979,1649270
77,1980,1687242
77,1981,1727817
77,1982,1770180
77,1983,1808759
77,1984,1842199
77,1985,1887358
77,1986,1936414
77,1987,1986828
77,1988,2045340
77,1989,2096582
77,1990,2154428
77,1991,2190486
77,1992,2230460
77,1993,2262374
77,1994,2293996
77,1995,2318858
77,1996,2339671
77,1997,2352595
77,1998,2365103
77,1999,2383567
77,2000,2405155
77,2001,2428605
77,2002,2451578
77,2003,2475048
77,2004,2497748
77,2005,2522038
77,2006,2546994
77,2007,2579066
77,2008,2607422
77,2009,2626847
77,2010,2649749
77,2011,2676873
77,2012,2707912
77,2013,2730421
77,2014,2755714
77,2015,2780264
77,2016,2795353
77,2017,2808020
77,2018,2825057
77,2019,2842420
77,2020,2857298
77,2021,2876227
77,2022,2904825
77,2023,2936245
77,2024,2959440
77,2025,2981828
77,2026,3004218
78,1975,2156605
78,1976,2187183
78,1977,2218885
78,1978,2252973
78,1979,2285711
78,1980,2318621
78,1981,2353560
78,1982,2389222
78,1983,2412940
78,1984,2434859
78,1985,2462199
78,1986,2490767
78,1987,2522516
78,1988,2552768
78,1989,2581532
78,1990,2610166
78,1991,2629865
78,1992,2652385
78,1993,2667643
78,1994,2680552
78,1995,2690958
78,1996,2701095
78,1997,2706377
78,1998,2707464
78,1999,2707908
78,2000,2717650
78,2001,2730049
78,2002,2742233
78,2003,2754539
78,2004,2766310
78,2005,2778932
78,2006,2791629
78,2007,2807935
78,2008,2812128
78,2009,2815142
78,2010,2817552
78,2011,2827293
78,2012,2824736
78,2013,2836993
78,2014,2843366
78,2015,2854609
78,2016,2863644
78,2017,2876561
78,2018,2882825
78,2019,2896443
78,2020,2899476
78,2021,2912760
78,2022,2941586
78,2023,2970203
78,2024,2990277
78,2025,3009161
78,2026,3028869
79,1975,672107
79,1976,674240
79,1977,675934
79,1978,678158
79,1979,679795
79,1980,681643
79,1981,683834
79,1982,685983
79,1983,686834
79,1984,686685
79,1985,686885
79,1986,688021
79,1987,688420
79,1988,691052
79,1989,691423
79,1990,692083
79,1991,691632
79,1992,691692
79,1993,691099
79,1994,690393
79,1995,690544
79,1996,690543
79,1997,689553
79,1998,689182
79,1999,689006
79,2000,692899
79,2001,697233
79,2002,701633
79,2003,705975
79,2004,709863
79,2005,714673
79,2006,719457
79,2007,725923
79,2008,730153
79,2009,732713
79,2010,738575
79,2011,741913
79,2012,743202
79,2013,743301
79,2014,747144
79,2015,748910
79,2016,749527
79,2017,748744
79,2018,749641
79,2019,749800
79,2020,749006
79,2021,749219
79,2022,750876
79,2023,750505
79,2024,750457
79,2025,749728
79,2026,749625
80,1975,1077185
80,1976,1079015
80,1977,1080524
80,1978,1082520
80,1979,1083570
80,1980,1084596
80,1981,1086997
80,1982,1089578
80,1983,1092298
80,1984,1095499
80,1985,1094912
80,1986,1096334
80,1987,1094139
80,1988,1094761
80,1989,1095521
80,1990,1094994
80,1991,1096278
80,1992,1097794
80,1993,1100519
80,1994,1102343
80,1995,1104331
80,1996,1106102
80,1997,1107366
80,1998,1109216
80,1999,1111121
80,2000,1113687
80,2001,1116867
80,2002,1119867
80,2003,1121959
80,2004,1123904
80,2005,1126464
80,2006,1128665
80,2007,1131847
80,2008,1136199
80,2009,1139577
80,2010,1141509
80,2011,1142449
80,2012,1142337
80,2013,1143380
80,2014,1143295
80,2015,1143790
80,2016,1145521
80,2017,1144920
80,2018,1141359
80,2019,1141154
80,2020,1137533
80,2021,1132542
80,2022,1131118
80,2023,1130865
80,2024,1127824
80,2025,1124399
80,2026,1121563
81,1975,676672
81,1976,676638
81,1977,677075
81,1978,677615
81,1979,677627
81,1980,677916
81,1981,678671
81,1982,678986
81,1983,681101
81,1984,682266
81,1985,683641
81,1986,682420
81,1987,683765
81,1988,683954
81,1989,684994
81,1990,685925
81,1991,685124
81,1992,684562
81,1993,684839
81,1994,684654
81,1995,683782
81,1996,683917
81,1997,684270
81,1998,685297
81,1999,686927
81,2000,691758
81,2001,697840
81,2002,704284
81,2003,710526
81,2004,716830
81,2005,723904
81,2006,730710
81,2007,738417
81,2008,743515
81,2009,748075
81,2010,750797
81,2011,755390
81,2012,757934
81,2013,763895
81,2014,768991
81,2015,773130
81,2016,772941
81,2017,775827
81,2018,777239
81,2019,779736
81,2020,782181
81,2021,787194
81,2022,792386
81,2023,794755
81,2024,798299
81,2025,801545
81,2026,805112
82,1975,367231
82,1976,368927
82,1977,370915
82,1978,373140
82,1979,374766
82,1980,376632
82,1981,378829
82,1982,381134
82,1983,382819
82,1984,385928
82,1985,388275
82,1986,389822
82,1987,392286
82,1988,394983
82,1989,397661
82,1990,400622
82,1991,403258
82,1992,405893
82,1993,406523
82,1994,407742
82,1995,408570
82,1996,409319
82,1997,410451
82,1998,411074
82,1999,412094
82,2000,416878
82,2001,422304
82,2002,428466
82,2003,434620
82,2004,440667
82,2005,447499
82,2006,453733
82,2007,463560
82,2008,471864
82,2009,478616
82,2010,483430
82,2011,489124
82,2012,493977
82,2013,500720
82,2014,505193
82,2015,510586
82,2016,513833
82,2017,516739
82,2018,518289
82,2019,521380
82,2020,524674
82,2021,526797
82,2022,529891
82,2023,531679
82,2024,533284
82,2025,534377
82,2026,535856
83,1975,1251679
83,1976,1271239
83,1977,1294628
83,1978,1318312
83,1979,1339786
83,1980,1363421
83,1981,1389106
83,1982,1415074
83,1983,1438415
83,1984,1462422
83,1985,1489194
83,1986,1516447
83,1987,1542429
83,1988,1571628
83,1989,1599234
83,1990,1631459
83,1991,1651657
83,1992,1674364
83,1993,1693824
83,1994,1712639
83,1995,1728614
83,1996,1743044
83,1997,1765209
83,1998,1783231
83,1999,1795206
83,2000,1817826
83,2001,1842101
83,2002,1867241
83,2003,1892581
83,2004,1917527
83,2005,1944795
83,2006,1970235
83,2007,1991905
83,2008,2002854
83,2009,2014645
83,2010,2016406
83,2011,2025510
83,2012,2043379
83,2013,2057208
83,2014,2076468
83,2015,2097349
83,2016,2111688
83,2017,2117529
83,2018,2135443
83,2019,2153472
83,2020,2170429
83,2021,2190725
83,2022,2216779
83,2023,2238668
83,2024,2258455
83,2025,2278154
83,2026,2297325
84,1975,780545
84,1976,789898
84,1977,800064
84,1978,810220
84,1979,819902
84,1980,830608
84,1981,842360
84,1982,853793
84,1983,859704
84,1984,869526
84,1985,881563
84,1986,892610
84,1987,902758
84,1988,911609
84,1989,922027
84,1990,933845
84,1991,944528
84,1992,950504
84,1993,957712
84,1994,964793
84,1995,972419
84,1996,978688
84,1997,985988
84,1998,993925
84,1999,998671
84,2000,1007595
84,2001,1017024
84,2002,1026582
84,2003,1036670
84,2004,1046826
84,2005,1058100
84,2006,1068612
84,2007,1076313
84,2008,1077835
84,2009,1080162
84,2010,1086242
84,2011,1093293
84,2012,1092662
84,2013,1099932
84,2014,1108784
84,2015,1115133
84,2016,1118066
84,2017,1118998
84,2018,1119626
84,2019,1122979
84,2020,1123924
84,2021,1129175
84,2022,1137448
84,2023,1144158
84,2024,1149092
84,2025,1153943
84,2026,1158895
85,1975,901220
85,1976,909852
85,1977,918518
85,1978,927603
85,1979,936441
85,1980,945479
85,1981,955125
85,1982,965067
85,1983,974006
85,1984,983066
85,1985,989407
85,1986,995646
85,1987,1002404
85,1988,1005331
85,1989,1011629
85,1990,1017952
85,1991,1025527
85,1992,1031269
85,1993,1037978
85,1994,1045056
85,1995,1050531
85,1996,1056720
85,1997,1063026
85,1998,1070677
85,1999,1078211
85,2000,1092702
85,2001,1108210
85,2002,1124478
85,2003,1141336
85,2004,1157983
85,2005,1176237
85,2006,1194405
85,2007,1214894
85,2008,1233846
85,2009,1252857
85,2010,1269591
85,2011,1283349
85,2012,1297838
85,2013,1311049
85,2014,1324283
85,2015,1333469
85,2016,1341236
85,2017,1350539
85,2018,1360027
85,2019,1370931
85,2020,1385458
85,2021,1398967
85,2022,1412736
85,2023,1427271
85,2024,1438890
85,2025,1449813
85,2026,1460998
86,1975,714929
86,1976,718780
86,1977,722256
86,1978,726436
86,1979,729997
86,1980,733783
86,1981,738504
86,1982,742853
86,1983,745392
86,1984,747005
86,1985,749243
86,1986,751549
86,1987,753439
86,1988,756372
86,1989,758308
86,1990,759955
86,1991,763751
86,1992,768195
86,1993,772227
86,1994,776369
86,1995,783786
86,1996,787720
86,1997,791722
86,1998,795913
86,1999,798035
86,2000,802917
86,2001,807947
86,2002,813696
86,2003,819494
86,2004,824664
86,2005,830906
86,2006,836952
86,2007,843813
86,2008,848739
86,2009,852164
86,2010,854418
86,2011,856926
86,2012,860069
86,2013,862530
86,2014,866441
86,2015,869810
86,2016,872176
86,2017,873791
86,2018,875212
86,2019,876910
86,2020,878705
86,2021,878812
86,2022,877418
86,2023,877838
86,2024,876356
86,2025,874629
86,2026,873103
87,1975,704944
87,1976,705540
87,1977,706666
87,1978,707635
87,1979,708259
87,1980,708949
87,1981,710334
87,1982,711409
87,1983,714045
87,1984,716640
87,1985,716067
87,1986,714385
87,1987,711896
87,1988,708966
87,1989,708427
87,1990,707681
87,1991,707669
87,1992,708695
87,1993,708870
87,1994,709522
87,1995,709070
87,1996,708865
87,1997,708883
87,1998,707918
87,1999,708146
87,2000,710666
87,2001,714304
87,2002,718012
87,2003,721534
87,2004,725081
87,2005,729795
87,2006,734348
87,2007,742240
87,2008,747916
87,2009,749734
87,2010,752418
87,2011,752152
87,2012,751775
87,2013,751750
87,2014,752438
87,2015,751631
87,2016,749999
87,2017,748896
87,2018,746443
87,2019,744764
87,2020,744293
87,2021,743430
87,2022,744925
87,2023,746383
87,2024,746326
87,2025,745639
87,2026,744793
88,1975,796824
88,1976,795823
88,1977,795019
88,1978,794599
88,1979,793323
88,1980,792710
88,1981,792953
88,1982,793092
88,1983,789851
88,1984,787616
88,1985,783340
88,1986,783202
88,1987,778889
88,1988,778757
88,1989,776137
88,1990,772282
88,1991,770156
88,1992,769563
88,1993,768945
88,1994,768592
88,1995,767842
88,1996,767431
88,1997,765927
88,1998,763612
88,1999,762338
88,2000,762085
88,2001,761943
88,2002,761789
88,2003,761310
88,2004,760816
88,2005,760564
88,2006,759982
88,2007,760640
88,2008,760322
88,2009,760416
88,2010,759480
88,2011,757692
88,2012,754598
88,2013,750487
88,2014,747157
88,2015,744071
88,2016,739322
88,2017,735387
88,2018,732268
88,2019,729043
88,2020,724840
88,2021,721393
88,2022,717448
88,2023,714544
88,2024,711016
88,2025,707063
88,2026,703639
89,1975,599901
89,1976,602633
89,1977,605461
89,1978,608741
89,1979,611301
89,1980,614297
89,1981,618226
89,1982,622038
89,1983,625383
89,1984,627660
89,1985,631085
89,1986,634267
89,1987,637453
89,1988,639592
89,1989,642768
89,1990,646268
89,1991,649279
89,1992,652517
89,1993,655511
89,1994,657847
89,1995,659602
89,1996,661494
89,1997,663428
89,1998,665581
89,1999,666447
89,2000,668087
89,2001,670147
89,2002,671961
89,2003,674094
89,2004,675484
89,2005,678002
89,2006,680212
89,2007,682871
89,2008,684753
89,2009,686789
89,2010,685055
89,2011,684961
89,2012,683841
89,2013,683004
89,2014,683667
89,2015,681847
89,2016,681130
89,2017,676625
89,2018,675053
89,2019,671460
89,2020,668359
89,2021,666817
89,2022,667840
89,2023,664583
89,2024,662902
89,2025,661311
89,2026,659680
90,1975,256581
90,1976,257443
90,1977,258447
90,1978,259713
90,1979,260545
90,1980,261566
90,1981,262933
90,1982,264304
90,1983,265086
90,1984,265923
90,1985,266959
90,1986,265895
90,1987,265617
90,1988,267438
90,1989,267936
90,1990,267977
90,1991,268899
90,1992,269805
90,1993,271042
90,1994,272302
90,1995,273206
90,1996,273973
90,1997,274334
90,1998,274492
90,1999,274818
90,2000,275821
90,2001,277051
90,2002,278093
90,2003,279126
90,2004,280340
90,2005,281370
90,2006,282428
90,2007,284914
90,2008,283942
90,2009,284949
90,2010,285848
90,2011,286723
90,2012,287908
90,2013,288664
90,2014,288698
90,2015,288997
90,2016,288210
90,2017,285277
90,2018,283739
90,2019,282672
90,2020,280277
90,2021,279345
90,2022,280201
90,2023,280547
90,2024,280387
90,2025,280261
90,2026,280212
91,1975,1837169
91,1976,1856153
91,1977,1875001
91,1978,1895553
91,1979,1913895
91,1980,1933633
91,1981,1954585
91,1982,1974756
91,1983,1990755
91,1984,2008111
91,1985,2029535
91,1986,2052759
91,1987,2076813
91,1988,2114197
91,1989,2139608
91,1990,2166504
91,1991,2187330
91,1992,2211962
91,1993,2230815
91,1994,2244221
91,1995,2255309
91,1996,2262814
91,1997,2263044
91,1998,2267323
91,1999,2267689
91,2000,2284680
91,2001,2303060
91,2002,2321348
91,2003,2339099
91,2004,2356447
91,2005,2376722
91,2006,2396566
91,2007,2404008
91,2008,2411721
91,2009,2416029
91,2010,2430701
91,2011,2450404
91,2012,2475036
91,2013,2507885
91,2014,2536480
91,2015,2552490
91,2016,2574685
91,2017,2592287
91,2018,2593308
91,2019,2603345
91,2020,2612263
91,2021,2627563
91,2022,2649119
91,2023,2676998
91,2024,2694994
91,2025,2712256
91,2026,2729710
92,1975,2880131
92,1976,2861071
92,1977,2846147
92,1978,2832505
92,1979,2815520
92,1980,2801114
