departement,annee,population
92,1981,2789392
92,1982,2778825
92,1983,2771701
92,1984,2769368
92,1985,2772508
92,1986,2774700
92,1987,2776977
92,1988,2778783
92,1989,2781973
92,1990,2778852
92,1991,2784758
92,1992,2789840
92,1993,2790942
92,1994,2798335
92,1995,2806183
92,1996,2813919
92,1997,2824605
92,1998,2838242
92,1999,2855798
92,2000,2884196
92,2001,2915498
92,2002,2946182
92,2003,2977232
92,2004,3007158
92,2005,3040234
92,2006,3072222
92,2007,3088843
92,2008,3099259
92,2009,3123512
92,2010,3145002
92,2011,3163278
92,2012,3172890
92,2013,3182829
92,2014,3195563
92,2015,3203162
92,2016,3206560
92,2017,3218638
92,2018,3238265
92,2019,3248739
92,2020,3252452
92,2021,3270608
92,2022,3294896
92,2023,3309451
92,2024,3322957
92,2025,3336577
92,2026,3351836
93,1975,2642946
93,1976,2639410
93,1977,2638260
93,1978,2639528
93,1979,2638352
93,1980,2639136
93,1981,2643646
93,1982,2649701
93,1983,2663448
93,1984,2666734
93,1985,2680564
93,1986,2695326
93,1987,2720318
93,1988,2730758
93,1989,2745551
93,1990,2757167
93,1991,2761921
93,1992,2769831
93,1993,2774869
93,1994,2779590
93,1995,2779968
93,1996,2779352
93,1997,2777625
93,1998,2772063
93,1999,2766655
93,2000,2793902
93,2001,2823596
93,2002,2854426
93,2003,2885876
93,2004,2916180
93,2005,2949858
93,2006,2983958
93,2007,3004698
93,2008,3012950
93,2009,3031984
93,2010,3044114
93,2011,3059874
93,2012,3077470
93,2013,3104982
93,2014,3142075
93,2015,3185345
93,2016,3213339
93,2017,3246244
93,2018,3265374
93,2019,3289827
93,2020,3310865
93,2021,3337361
93,2022,3363472
93,2023,3408656
93,2024,3436552
93,2025,3463601
93,2026,3491339
94,1975,2429442
94,1976,2420808
94,1977,2414444
94,1978,2409338
94,1979,2401346
94,1980,2395078
94,1981,2390628
94,1982,2386796
94,1983,2396365
94,1984,2398177
94,1985,2397630
94,1986,2401485
94,1987,2407485
94,1988,2416611
94,1989,2423988
94,1990,2426910
94,1991,2430326
94,1992,2436918
94,1993,2442335
94,1994,2444447
94,1995,2443855
94,1996,2442310
94,1997,2444878
94,1998,2450966
94,1999,2454081
94,2000,2472907
94,2001,2493469
94,2002,2513051
94,2003,2533401
94,2004,2552335
94,2005,2574721
94,2006,2596701
94,2007,2605799
94,2008,2621773
94,2009,2637095
94,2010,2655485
94,2011,2667426
94,2012,2683684
94,2013,2708033
94,2014,2730101
94,2015,2744802
94,2016,2756326
94,2017,2775878
94,2018,2793851
94,2019,2814273
94,2020,2815970
94,2021,2830760
94,2022,2839088
94,2023,2853886
94,2024,2861957
94,2025,2869778
94,2026,2878031
95,1975,1676606
95,1976,1698083
95,1977,1719397
95,1978,1743065
95,1979,1764745
95,1980,1787535
95,1981,1813169
95,1982,1839222
95,1983,1863592
95,1984,1887639
95,1985,1916073
95,1986,1949245
95,1987,1986869
95,1988,2025300
95,1989,2059464
95,1990,2095120
95,1991,2114714
95,1992,2135412
95,1993,2153015
95,1994,2165711
95,1995,2181847
95,1996,2195634
95,1997,2200116
95,1998,2201580
95,1999,2209083
95,2000,2222161
95,2001,2236619
95,2002,2251497
95,2003,2266045
95,2004,2280673
95,2005,2297546
95,2006,2314122
95,2007,2321460
95,2008,2330812
95,2009,2337802
95,2010,2342341
95,2011,2360749
95,2012,2374181
95,2013,2389382
95,2014,2411099
95,2015,2430801
95,2016,2443868
95,2017,2457260
95,2018,2477185
95,2019,2499372
95,2020,2503633
95,2021,2513239
95,2022,2541715
95,2023,2563333
95,2024,2579308
95,2025,2594447
95,2026,2610000
971,1990,703703
971,1991,709087
971,1992,714979
971,1993,721377
971,1994,728296
971,1995,735750
971,1996,743762
971,1997,752344
971,1998,761493
971,1999,771236
971,2000,776108
971,2001,781363
971,2002,786068
971,2003,789782
971,2004,794004
971,2005,798377
971,2006,801493
971,2007,801190
971,2008,803590
971,2009,803131
971,2010,806734
971,2011,809295
971,2012,806654
971,2013,804265
971,2014,800400
971,2015,796009
971,2016,788250
971,2017,780537
971,2018,775292
971,2019,768513
971,2020,767155
971,2021,768668
971,2022,767177
971,2023,768360
971,2024,767821
971,2025,766419
971,2026,765219
972,1990,716829
972,1991,719565
972,1992,722858
972,1993,726706
972,1994,731126
972,1995,736109
972,1996,741655
972,1997,747766
972,1998,754462
972,1999,761746
972,2000,767171
972,2001,773105
972,2002,778626
972,2003,783374
972,2004,787727
972,2005,791987
972,2006,795488
972,2007,795484
972,2008,795411
972,2009,792833
972,2010,788372
972,2011,784609
972,2012,776756
972,2013,771131
972,2014,767853
972,2015,761786
972,2016,752993
972,2017,745221
972,2018,737602
972,2019,729054
972,2020,722489
972,2021,721538
972,2022,722080
972,2023,721303
972,2024,720500
972,2025,718886
972,2026,717686
973,1990,226709
973,1991,234661
973,1992,242945
973,1993,251579
973,1994,260571
973,1995,269943
973,1996,279703
973,1997,289881
973,1998,300491
973,1999,311527
973,2000,324043
973,2001,337236
973,2002,353284
973,2003,369592
973,2004,386342
973,2005,398420
973,2006,411915
973,2007,426069
973,2008,438539
973,2009,448946
973,2010,458088
973,2011,475106
973,2012,479304
973,2013,488245
973,2014,504685
973,2015,519739
973,2016,538713
973,2017,537415
973,2018,552267
973,2019,563367
973,2020,570278
973,2021,573248
973,2022,576777
973,2023,588008
973,2024,592316
973,2025,594925
973,2026,597124
974,1991,1215684
974,1992,1240676
974,1993,1266071
974,1994,1290197
974,1995,1314335
974,1996,1337841
974,1997,1360381
974,1998,1384379
974,1999,1407652
974,2000,1432640
974,2001,1458032
974,2002,1480427
974,2003,1501693
974,2004,1523273
974,2005,1545827
974,2006,1563938
974,2007,1588228
974,2008,1616514
974,2009,1632742
974,2010,1642286
974,2011,1657177
974,2012,1667904
974,2013,1670222
974,2014,1685551
974,2015,1701471
974,2016,1705866
974,2017,1707338
974,2018,1711942
974,2019,1722441
974,2020,1726188
974,2021,1742337
974,2022,1762720
974,2023,1779385
974,2024,1795253
974,2025,1808388
974,2026,1822001
976,2014,447432
976,2015,464384
976,2016,481980
976,2017,500292
976,2018,519248
976,2019,539164
976,2020,559398
976,2021,578084
976,2022,599274
976,2023,621140
976,2024,641298
976,2025,658422
976,2026,676428
